hypothesis,symbol,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,pnl,pnl_pct,exit_reason,holding_bars,portfolio_run
leader_pullback_market_regime_v3,SSI,2022-08-04,2022-09-09,15.897945,14.67266,100,1589.7945,1464.331468,-125.46303199999988,-7.891776704473432,STOP_LOSS,24,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,CTG,2022-07-22,2022-09-19,16.94847,15.912040000000001,5800,98301.126,92105.252336,-6195.873663999999,-6.302952891912956,STOP_LOSS,39,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,POW,2022-12-05,2022-12-06,9.88494,9.505245,1800,17792.892,17075.222117999998,-717.669882000002,-4.033463936048181,STOP_LOSS,1,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TCB,2022-12-05,2022-12-06,13.946969999999999,13.603195,1300,18131.060999999998,17648.785193,-482.27580699999817,-2.6599425538306787,STOP_LOSS,1,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SHB,2022-12-05,2022-12-06,7.103549999999999,6.946525,2600,18469.23,18024.84307,-444.3869300000006,-2.406093432157164,STOP_LOSS,1,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,STB,2022-12-06,2022-12-07,22.261125,20.539725,800,17808.9,16398.916439999997,-1409.9835600000042,-7.917297306403002,STOP_LOSS,1,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VIC,2022-12-05,2022-12-12,34.417199999999994,33.88305,500,17208.6,16907.641949999997,-300.9580500000011,-1.7488816638192597,STOP_LOSS,5,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VHM,2022-12-06,2022-12-12,58.32914999999999,54.172900000000006,300,17498.745,16219.36626,-1279.3787399999983,-7.311259978929908,STOP_LOSS,4,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SSI,2022-12-06,2022-12-21,13.616805,13.463265000000002,1300,17701.8465,17467.240011,-234.60648899999796,-1.3253221295303739,STOP_LOSS,11,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,GVR,2022-12-15,2022-12-21,14.787389999999998,13.713140000000001,2300,34010.996999999996,31477.141556000002,-2533.8554439999934,-7.450106340605052,STOP_LOSS,4,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TCB,2022-12-09,2022-12-26,13.44672,12.873560000000001,1400,18825.408,17986.938032000002,-838.4699679999976,-4.453927203065121,STOP_LOSS,11,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HPG,2022-12-22,2022-12-26,14.477235,13.863065,1600,23163.576,22136.542192,-1027.0338080000001,-4.433830976702389,STOP_LOSS,2,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VPB,2022-12-23,2023-02-13,16.26813,15.502245,100,1626.8129999999999,1547.124051,-79.68894899999987,-4.898470137624907,STOP_LOSS,30,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,ACB,2022-12-05,2023-03-07,13.8069,14.492750000000001,1300,17948.97,18802.89385,853.9238499999992,4.757508926696068,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,STB,2022-12-22,2023-03-24,23.761875,25.237375,1000,23761.875,25186.90025,1425.0252499999988,5.997107761908515,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,FPT,2023-01-04,2023-04-05,50.275124999999996,50.024975,800,40220.1,39939.940039999994,-280.1599600000045,-0.6965670398631643,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,GVR,2023-03-10,2023-06-01,14.397195,17.601195,300,4319.1585,5269.797783,950.6392830000004,22.00982628907924,TAKE_PROFIT,56,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TPB,2023-03-10,2023-06-05,11.295644999999999,14.212890000000002,400,4518.258,5673.785688000001,1155.527688000001,25.574628274879416,TAKE_PROFIT,58,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TCB,2023-03-10,2023-06-07,13.006499999999999,15.372310000000002,400,5202.599999999999,6136.626152000001,934.0261520000013,17.953064852189318,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,ACB,2023-03-10,2023-06-07,14.697344999999999,15.29235,300,4409.2035,4578.52959,169.32609000000048,3.840287480493937,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VIB,2023-03-16,2023-06-13,11.195594999999999,12.623685000000002,100,1119.5594999999998,1259.8437630000003,140.28426300000046,12.530308840218003,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SHB,2023-03-28,2023-06-23,6.573285,7.866065000000001,4000,26293.14,31401.33148,5108.191480000001,19.427848784892188,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SSI,2023-04-05,2023-06-28,14.94747,18.430780000000002,1300,19431.711,23912.093972000002,4480.382972000003,23.05706878822973,TAKE_PROFIT,57,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,MBB,2023-04-05,2023-07-03,10.16508,11.264365,1900,19313.652,21359.488913,2045.8369130000028,10.59269843424746,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,STB,2023-06-23,2023-07-20,30.215099999999996,28.235875,1000,30215.099999999995,28179.40325,-2035.6967499999955,-6.737349040711418,STOP_LOSS,19,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,MWG,2023-06-07,2023-07-21,40.510245,47.546215000000004,400,16204.097999999998,18980.449028,2776.351028000001,17.13363513353228,TAKE_PROFIT,32,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SSB,2023-07-26,2023-08-21,25.982984999999996,24.237875000000003,200,5196.596999999999,4837.879850000001,-358.7171499999977,-6.902924163640123,STOP_LOSS,18,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,GVR,2023-06-02,2023-08-25,18.199095,18.9905,300,5459.7285,5685.755700000001,226.02720000000045,4.139898165265918,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SSI,2023-07-05,2023-08-30,18.519255,22.448770000000003,2500,46298.137500000004,56009.68115000001,9711.543650000007,20.976100064500447,TAKE_PROFIT,40,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,FPT,2023-07-21,2023-09-05,57.688829999999996,71.02447000000001,200,11537.766,14176.484212000001,2638.7182120000016,22.870269790529655,TAKE_PROFIT,30,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HPG,2023-06-19,2023-09-13,17.778885,21.80909,100,1777.8884999999998,2176.5471820000002,398.65868200000045,22.42315432042001,TAKE_PROFIT,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SSI,2023-09-13,2023-09-22,25.11255,23.32833,100,2511.255,2328.167334,-183.0876659999999,-7.290683980718799,STOP_LOSS,7,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SHB,2023-07-21,2023-09-25,8.834415,8.55572,1800,15901.947,15369.495408000002,-532.4515919999976,-3.348342136972269,STOP_LOSS,44,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TPB,2023-08-31,2023-09-25,14.14707,13.343325,4700,66491.22899999999,62588.200245,-3903.028754999992,-5.869990393770571,STOP_LOSS,15,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VNM,2023-09-06,2023-10-04,69.464715,63.788090000000004,200,13892.943,12732.102764000001,-1160.8402359999982,-8.355610729850387,STOP_LOSS,20,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,MWG,2023-07-21,2023-10-17,47.593785,47.79609,300,14278.135499999999,14310.149346,32.01384600000165,0.22421587188328373,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,BID,2023-11-16,2024-01-19,32.106045,39.130425,3300,105949.9485,128872.14169500001,22922.193195000014,21.634926226509695,TAKE_PROFIT,45,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VPB,2024-01-22,2024-03-18,18.359175,17.231379999999998,100,1835.9175,1719.6917239999998,-116.22577600000022,-6.330664422557126,STOP_LOSS,35,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TCB,2024-01-22,2024-03-21,16.68834,20.119935,100,1668.834,2007.9695130000002,339.1355130000002,20.32170443555202,TAKE_PROFIT,38,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,ACB,2023-12-26,2024-03-27,16.438215,19.610190000000003,100,1643.8215,1957.0969620000003,313.2754620000003,19.057754263464755,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VIB,2024-03-21,2024-04-16,15.877934999999999,14.992500000000001,100,1587.7935,1496.2515000000003,-91.54199999999969,-5.76535928633035,STOP_LOSS,18,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VIC,2024-04-01,2024-04-19,23.841914999999997,21.7891,100,2384.1914999999995,2174.55218,-209.63931999999932,-8.792889329569347,STOP_LOSS,13,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,MWG,2024-01-19,2024-04-22,45.012495,48.09594,700,31508.7465,33599.823683999995,2091.0771839999943,6.636497532518453,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VHM,2024-01-19,2024-04-22,43.371674999999996,41.47925,700,30360.172499999997,28977.404049999997,-1382.7684499999996,-4.554547409109746,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,CTG,2024-01-19,2024-04-22,21.750869999999995,21.96901,1400,30451.217999999993,30695.100772,243.88277200000812,0.8008966078138752,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,MBB,2024-01-19,2024-04-22,13.92696,14.55272,2300,32032.007999999998,33404.313488,1372.3054880000018,4.284169409548105,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HDB,2024-01-23,2024-04-24,13.096544999999999,13.753120000000001,100,1309.6544999999999,1372.561376,62.90687600000024,4.803318432456823,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,PLX,2024-05-08,2024-07-08,36.048015,42.548715,900,32443.213499999998,38217.255813,5774.042313000005,17.79738099310047,TAKE_PROFIT,43,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,BVH,2024-07-10,2024-07-23,45.56276999999999,42.878550000000004,200,9112.553999999998,8558.55858,-553.9954199999975,-6.079474755375909,STOP_LOSS,9,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SAB,2024-05-08,2024-07-31,48.534254999999995,47.69614,600,29120.552999999996,28560.448632,-560.1043679999966,-1.9233988035872693,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,VNM,2024-05-08,2024-07-31,60.180074999999995,60.569700000000005,500,30090.0375,30224.280300000002,134.24280000000363,0.446137031235018,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HPG,2024-05-08,2024-07-31,22.851419999999997,23.238375,1400,31991.987999999998,32468.657550000004,476.669550000006,1.4899653938355004,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,TCB,2024-05-09,2024-08-01,22.97148,22.588700000000003,200,4594.296,4508.704520000001,-85.59147999999914,-1.8629944609576556,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,SHB,2024-05-09,2024-08-01,8.674335,8.445775,500,4337.1675,4214.441725,-122.72577499999989,-2.8296295912020897,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,BCM,2024-07-10,2024-10-04,64.71234,67.25635500000001,200,12942.467999999999,13424.368458000003,481.9004580000037,3.723404670577542,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HDB,2024-07-10,2024-10-04,15.58779,17.7911,800,12470.232,14204.414240000002,1734.182240000002,13.906575595385892,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,BID,2024-08-21,2024-11-14,40.44021,37.7811,2700,109188.567,101804.95206,-7383.6149399999995,-6.762260136631338,STOP_LOSS,59,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,STB,2024-10-10,2024-11-19,34.51725,32.5837,400,13806.9,13007.41304,-799.4869600000002,-5.790488523854017,STOP_LOSS,28,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HPG,2024-10-10,2024-11-20,23.011499999999998,21.159415000000003,600,13806.9,12670.257702,-1136.6422979999988,-8.232422180214233,STOP_LOSS,29,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,CTG,2024-09-05,2024-11-28,24.15207,24.197895000000003,100,2415.207,2414.9499210000004,-0.25707899999952133,-0.010644180809326957,MAX_HOLDING,60,leader_pullback_market_regime_v3
leader_pullback_market_regime_v3,HPG,2024-12-06,2025-01-10,23.221605,21.659165,1100,25543.7655,23777.431337,-1766.3341629999995,-6.9149325811028115,STOP_LOSS,24,leader_pullback_market_regime_v3
