run,trades,symbols,win_rate,avg_trade_pct,median_trade_pct,avg_win_pct,avg_loss_pct,profit_factor,best_trade_pct,worst_trade_pct,avg_hold_bars,total_return,sharpe,max_drawdown,final_equity,benchmark_ew_return,benchmark_bh_return,benchmark_ew_maxdd,benchmark_bh_maxdd
VN30_2022_baseline_family,235,30,0.451063829787234,1.7138963488746857,-1.3896085625748387,8.667923481295276,-4.000265480866265,1.7805017676680899,30.715147366236806,-9.597966788090332,20.48085106382979,0.6534199499250093,0.8799849209895064,-0.1472970906266835,165341.99499250093,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_baseline_router,241,30,0.4149377593360996,1.4180357492744353,-2.1821863417819176,9.226600382555652,-4.119953352343451,1.5882918215218123,29.888373343208908,-9.984917255657875,19.680497925311204,0.5091051657350085,0.7380902753086577,-0.1690894630902896,150910.51657350085,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_static_setup_aware_family,232,30,0.43103448275862066,1.3649769850122158,-2.1996253164991146,8.914994025858995,-4.354732894417162,1.5509064543503783,29.88837334320893,-11.344388584151032,19.620689655172413,0.45728786087500883,0.6668188019314313,-0.14062869491139074,145728.7860875009,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_static_setup_aware_router,220,30,0.43636363636363634,1.6281489862377059,-2.081470784509598,9.322373730680159,-4.328670170749998,1.6673299912558215,30.71514736623682,-11.344388584151023,19.78181818181818,0.691790912815009,0.8841355928939512,-0.18548986969532322,169179.0912815009,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_adaptive_loose_family,237,30,0.45569620253164556,1.8182836686318415,-1.389608562574835,9.058425609365171,-4.243230514307692,1.7872699017913563,30.715147366236785,-9.74926574904555,20.447257383966246,0.7650550109700098,0.9637181568657763,-0.1497829699564205,176505.501097001,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_adaptive_loose_router,227,30,0.44052863436123346,1.6380413436479602,-1.946692205871267,9.206937648418178,-4.321719526249849,1.6774705437142625,30.71514736623682,-9.984917255657875,20.308370044052865,0.6019904923850092,0.824260008282962,-0.17741265889431412,160199.0492385009,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_adaptive_quality_family,217,30,0.42857142857142855,1.5898826692089474,-1.9252976772483226,9.179867204570758,-4.10260573231241,1.6781774444475888,30.715147366236803,-9.597966788090313,21.838709677419356,0.21735380261500636,0.4198745632219017,-0.2124895206373496,121735.38026150063,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_adaptive_quality_router,205,30,0.4146341463414634,1.4478876377570513,-2.0801117298493645,9.395282322213946,-4.1815169303999165,1.5915256964570197,30.71514736623682,-9.984917255657876,21.434146341463414,0.16300059605000627,0.3346690214006535,-0.23610003667365997,116300.05960500063,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_adaptive_pullback_family,212,30,0.4481132075471698,1.600161913177768,-1.6705640638726185,8.673797746075532,-4.143388549431528,1.6997747485414383,29.88837334320893,-9.984917255657873,20.797169811320753,0.4694113721050095,0.6892850921827575,-0.17004128948718067,146941.13721050095,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
VN30_2022_adaptive_pullback_router,215,30,0.44651162790697674,1.666598896272476,-1.7031196152229946,9.105358864295413,-4.334417548519137,1.69469127184404,30.715147366236785,-9.984917255657878,20.976744186046513,0.37884171724000626,0.6086383163607559,-0.2076023996680324,137884.17172400063,0.6677319620094422,0.6502352228875887,-0.28078848317883753,-0.2671409796797619
